image,cot
brisc2025_test_00781_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal, relatively solid without obvious necrotic/cystic components; minimal noise.  
Boundary: Partly well-defined but with subtle indistinct margins where it abuts adjacent enhancing dura/vascular structures; moderate contrast.  
Context: Adjacent cavernous sinus/parasellar venous structures, dura, and skull base soft tissues can mimic enhancement and confuse margins.  
Summary: Mildly heterogeneous enhancing parasellar mass with partially indistinct margins near adjacent dural/vascular enhancement, making segmentation challenging."
brisc2025_test_00782_pi_ax_t1,"Texture: Mildly heterogeneous, predominantly isointense-to-hypointense soft-tissue signal without obvious necrotic/cystic components; low noise.  
Boundary: Moderately well-circumscribed but with partial indistinct margins due to low contrast against adjacent skull base soft tissues and mild partial-volume effects.  
Context: Adjacent sinonasal structures, cavernous-sinus/parasellar soft tissues, and nearby vascular flow-voids can mimic similar intensity and confuse delineation.  
Summary: Small mildly heterogeneous sellar/parasellar-appearing lesion with partly indistinct low-contrast margins near complex skull-base anatomy and vessels."
brisc2025_test_00783_pi_ax_t1,"Texture: Mildly heterogeneous, predominantly hyperintense focus against relatively homogeneous brain parenchyma; minimal noise.  
Boundary: Partly sharp rim but locally indistinct margins with low contrast to adjacent gray matter/CSF interfaces.  
Context: Adjacent basal cisterns/vascular structures and sellar–suprasellar anatomy may mimic enhancement and confound separation.  
Summary: Small mildly heterogeneous enhancing-appearing lesion with partially ill-defined margins near cisternal/vessel-like structures, making boundary delineation difficult."
brisc2025_test_00784_pi_ax_t1,"Texture: Predominantly hypointense, mildly heterogeneous with subtle internal signal variation; minimal noise.  
Boundary: Partly well-defined but with indistinct margins where it blends with adjacent parenchyma; moderate low-contrast interface.  
Context: Adjacent to skull base/cavernous sinus region and vascular/CSF spaces that can appear similarly hypointense, risking confusion with normal structures.  
Summary: Mildly heterogeneous hypointense skull-base lesion with partially ill-defined, low-contrast margins near vessels/CSF spaces, complicating precise segmentation."
brisc2025_test_00785_pi_ax_t1,"Texture: Relatively homogeneous, mildly hyperintense solid-appearing focus without internal necrosis; minimal noise.  
Boundary: Fairly well-circumscribed but slightly indistinct margins with modest contrast to adjacent brain parenchyma.  
Context: Adjacent to skull base/cistern and vascular structures (e.g., circle of Willis), which can mimic enhancement and confuse margins.  
Summary: Small mildly hyperintense homogeneous lesion with subtly blurred borders near enhancing vessels and CSF spaces, making segmentation challenging."
brisc2025_test_00786_pi_ax_t1,"Texture: Predominantly homogeneous, solid-appearing signal with mild internal heterogeneity; low noise.
Boundary: Mostly well-circumscribed but with partially indistinct margins where it abuts adjacent brain parenchyma; moderate contrast.
Context: Adjacent skull base/cistern structures and normal enhancing vascular structures can mimic lesion signal and confuse borders.
Summary: Solid mildly heterogeneous mass with partly blurred margins and moderate contrast near vascular/cisternal anatomy, making edge delineation challenging."
brisc2025_test_00787_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal with subtle internal intensity variation; low noise.  
Boundary: Partly well-circumscribed but with segments of indistinct margin due to similar intensity to adjacent skull base/parasellar tissues; moderate contrast.  
Context: Adjacent cavernous sinus, sphenoid sinus, carotid flow-voids, and pituitary/parasellar structures may mimic or obscure lesion edges.  
Summary: Mildly heterogeneous parasellar mass with partially indistinct margins blending with nearby vascular and skull-base structures."
brisc2025_test_00788_pi_ax_t1,"Texture: Relatively homogeneous, mildly hyperintense enhancing focus with minimal internal heterogeneity; background brain parenchyma is low-noise.  
Boundary: Mostly sharp outer margin but with slight partial-volume blurring; moderate contrast to adjacent gray matter/CSF.  
Context: Adjacent to midline basal cistern/vascular structures, which can show similar enhancement and confuse lesion-vessel separation.  
Summary: Small, fairly homogeneous enhancing lesion with mildly indistinct margins near enhancing vessels/CSF interfaces, making precise contouring challenging."
brisc2025_test_00789_pi_ax_t1,"Texture: Mildly heterogeneous, predominantly hyperintense nodular focus against relatively homogeneous brain parenchyma; low noise.  
Boundary: Fairly well-circumscribed but with slightly indistinct margins due to limited contrast with adjacent gray matter/brainstem structures.  
Context: Adjacent to basal cisterns/brainstem where vessels and enhancing meninges can appear similarly bright and confuse separation.  
Summary: Small mildly heterogeneous hyperintense lesion with semi-sharp margins abutting vascular/CSF interfaces, making edge delineation challenging."
brisc2025_test_00790_pi_ax_t1,"Texture: Predominantly homogeneous soft-tissue signal with mild intralesional heterogeneity; low noise.  
Boundary: Fairly well-circumscribed but with slightly indistinct margins; moderate lesion–parenchyma contrast, subtle partial-volume blurring.  
Context: Adjacent deep gray nuclei/ventricular CSF interfaces can mimic similar intensity and confuse tumor borders.  
Summary: Relatively homogeneous deep parenchymal mass with mildly indistinct margins and moderate contrast near CSF/gray-matter structures, making edge delineation challenging."
brisc2025_test_00791_pi_ax_t1,"Texture: Heterogeneous, mildly noisy with mixed signal intensity and subtle internal variation.  
Boundary: Partly indistinct/blurred margins with low contrast against adjacent brain parenchyma; no clear capsule.  
Context: Adjacent skull base structures, cavernous sinus/vascular flow voids and enhancing meninges may mimic similar intensity and confuse borders.  
Summary: Small heterogeneous intracranial lesion with partially ill-defined low-contrast margins near complex skull-base vascular/meningeal anatomy."
brisc2025_test_00792_pi_ax_t1,"Texture: Heterogeneous, mixed solid–cystic/necrotic appearance with mild image noise.  
Boundary: Partly well-defined but with irregular, locally indistinct margins and moderate contrast to adjacent brain parenchyma.  
Context: Adjacent midline deep gray matter/brainstem structures and nearby vessels/CSF spaces can mimic similar signal and confuse the interface.  
Summary: Heterogeneous enhancing-appearing deep midline lesion with irregular, partially blurred margins near complex vascular/CSF anatomy."
brisc2025_test_00793_pi_ax_t1,"Texture: Predominantly homogeneous soft-tissue signal, mildly heterogeneous without obvious necrosis; low noise.  
Boundary: Partly well-circumscribed but with mildly indistinct margins; moderate lesion–parenchyma contrast.  
Context: Adjacent to brainstem/basal cistern structures and vessels/CSF spaces that can mimic similar intensity, risking leakage into surrounding tissue.  
Summary: Small relatively homogeneous intracranial mass with mildly blurred margins near CSF/vessels, making precise edge delineation challenging."
brisc2025_test_00794_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal, relatively smooth internal texture; minimal image noise.  
Boundary: Moderately well-circumscribed but with slightly indistinct/blurred margins; low-to-moderate contrast against adjacent gray matter.  
Context: Adjacent basal cistern/CSF spaces and nearby vascular flow-voids can mimic similar intensity and confuse lesion limits.  
Summary: Mildly heterogeneous intracranial mass with partially indistinct margins and modest parenchymal contrast near CSF spaces/vessels, making precise segmentation challenging."
brisc2025_test_00795_pi_ax_t1,"Texture: Mildly heterogeneous, solid-appearing, relatively smooth internal signal; low noise.  
Boundary: Partly well-circumscribed but with locally indistinct margins due to partial-volume effects and modest contrast with adjacent gray matter/CSF interfaces.  
Context: Adjacent to basal cisterns/brainstem and vascular flow-voids, which can mimic or obscure enhancing tissue and complicate separation from CSF spaces.  
Summary: Small mildly heterogeneous solid lesion with partially blurred margins near CSF cisterns and vessels, making edge definition challenging."
brisc2025_test_00796_pi_ax_t1,"Texture: Predominantly homogeneous, solid soft-tissue signal with mild internal heterogeneity; low image noise.  
Boundary: Partly well-circumscribed but with segments of indistinct margin and low contrast against adjacent brainstem/cisternal CSF interfaces.  
Context: Adjacent to brainstem and basilar cisterns; nearby vessels and cranial nerves can mimic similar signal and confuse borders.  
Summary: Mostly solid mildly heterogeneous mass with partially blurred margins abutting brainstem/cisternal structures and vessels, challenging precise delineation."
brisc2025_test_00797_pi_ax_t1,"Texture: Predominantly heterogeneous, mixed hypo-/isointense signal with mild internal mottling; minimal noise.  
Boundary: Partially well-defined but with segments of indistinct, low-contrast margins blending with adjacent brainstem/cisternal soft tissues.  
Context: Adjacent cranial base structures (brainstem, cerebellum, cavernous sinus/petrous bone interfaces) have similar signal and complex anatomy that can mimic lesion borders.  
Summary: Heterogeneous skull-base/brainstem-adjacent mass with intermittently indistinct margins in a crowded anatomic region, making edge separation challenging."
brisc2025_test_00798_pi_ax_t1,"Texture: Predominantly homogeneous, mildly heterogeneous internal signal; low noise.
Boundary: Mostly well-circumscribed with a relatively sharp interface, but small segments show partial volume and mild low-contrast blending with adjacent parenchyma.
Context: Adjacent deep gray nuclei/brainstem and CSF spaces have similar intermediate signal, which may mimic tumor margins.
Summary: Fairly homogeneous intracranial mass with largely sharp margins but focal low-contrast/partial-volume edges near deep gray/CSF structures."
brisc2025_test_00799_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal with relatively smooth internal texture; minimal noise.  
Boundary: Moderately well-circumscribed but with partially indistinct margins due to similar signal intensity to adjacent structures; local contrast is limited.  
Context: Abuts sellar/parasellar skull-base tissues and adjacent vascular/CSF spaces, which can mimic tumor signal and confuse separation.  
Summary: Mildly heterogeneous skull-base lesion with partly blurred margins and low contrast against adjacent sellar/vascular tissues, challenging precise segmentation."
brisc2025_test_00800_pi_ax_t1,"Texture: Mildly heterogeneous solid-appearing lesion with relatively uniform internal signal; minimal noise.  
Boundary: Lobulated contour with moderately sharp outer margin but partial indistinctness where it abuts adjacent soft tissues; some low-contrast interfaces.  
Context: Adjacent skull base structures/cavernous sinus, sphenoid sinus, and major vessels can mimic enhancing tissue and confuse margins.  
Summary: Mildly heterogeneous lobulated mass with partly ill-defined interfaces near complex skull-base soft tissues and vascular structures, making precise edge delineation challenging."
brisc2025_test_00801_pi_ax_t1,"Texture: Predominantly homogeneous solid signal with mild internal heterogeneity; minimal noise.  
Boundary: Mostly well-circumscribed but with small segments of indistinct margin due to similar intensity to adjacent brain parenchyma; moderate contrast.  
Context: Adjacent skull base/parasellar cistern structures and vessels can mimic lesion intensity and confound edges.  
Summary: Relatively homogeneous intracranial mass with partly indistinct margins abutting complex cisternal/vascular anatomy, making boundary delineation challenging."
brisc2025_test_00802_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal with subtle internal intensity variation; minimal noise.  
Boundary: Partly well-defined but with indistinct margins where it abuts adjacent skull-base soft tissues; moderate contrast, slight partial-volume blur.  
Context: Adjacent cavernous sinus/sellar structures, vascular flow-voids, and enhancing mucosa can mimic lesion signal and confuse separation.  
Summary: Mildly heterogeneous enhancing-appearing skull-base lesion with partially indistinct margins near complex vascular/sellar anatomy."
brisc2025_test_00803_pi_ax_t1,"Texture: Mildly heterogeneous, predominantly hyperintense enhancing soft-tissue with subtle internal signal variation; low noise.  
Boundary: Partly well-circumscribed but with irregular/indistinct margins where it blends with adjacent enhancing dura/vascular structures; moderate contrast.  
Context: Adjacent skull base/cavernous sinus region with enhancing vessels and cranial nerves can mimic tumor signal and confuse margins.  
Summary: Irregular mildly heterogeneous enhancing lesion with partially indistinct borders near skull-base vascular/dural enhancement, challenging precise segmentation."
brisc2025_test_00804_pi_ax_t1,"Texture: Relatively homogeneous, T1-hyperintense focal lesion with mild internal intensity variation; low noise.  
Boundary: Mostly well-circumscribed but partially indistinct margins with subtle contrast to adjacent gray matter/CSF.  
Context: Adjacent skull base structures, cisternal CSF spaces, and vascular flow-voids may mimic/enhance similarly, risking confusion.  
Summary: Small, predominantly T1-hyperintense lesion with mild heterogeneity and partially blurred interface near CSF/vessels, challenging precise contouring."
brisc2025_test_00805_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal, relatively smooth without internal necrosis; minimal noise.  
Boundary: Moderately well-circumscribed but partially indistinct margins with subtle low-contrast blending into adjacent sellar/parasellar tissues.  
Context: Adjacent cavernous sinuses, sphenoid sinus/air spaces, and enhancing skull-base dura may mimic or obscure lesion extent.  
Summary: Mildly heterogeneous sellar-region mass with partly indistinct low-contrast margins near complex skull-base structures, challenging precise segmentation."
brisc2025_test_00806_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal, relatively smooth without marked internal necrosis; minimal background noise.  
Boundary: Partly well-defined but with mildly indistinct margins where it blends with adjacent skull base soft tissues; moderate contrast.  
Context: Adjacent enhancing cavernous sinus/pituitary region, carotid flow-voids, and sphenoid sinus mucosa can mimic or obscure tumor margins.  
Summary: Small mildly heterogeneous lesion with partially indistinct borders near complex skull-base vascular and sellar structures, making edge delineation challenging."
brisc2025_test_00807_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal, relatively smooth internally, minimal apparent noise.  
Boundary: Irregular, partially indistinct margins with low contrast against adjacent skull base/cavernous sinus structures; edge appears mildly blurred.  
Context: Adjacent enhancing/soft-tissue–like anatomy (pituitary region, cavernous ICA flow-voids, sphenoid sinus mucosa) may mimic tumor signal and confuse segmentation.  
Summary: Mildly heterogeneous skull-base lesion with irregular, low-contrast margins abutting vascular and sellar structures, making boundary delineation challenging."
brisc2025_test_00808_pi_ax_t1,"Texture: Mildly heterogeneous, predominantly hypointense-to-isointense with subtle internal signal variation; minimal noise.  
Boundary: Partly well-circumscribed but with segments of indistinct/blurred margin and low contrast against adjacent gray matter.  
Context: Adjacent basal ganglia/white matter structures have similar signal intensity, and nearby CSF spaces/vessels may mimic edges.  
Summary: Mildly heterogeneous intra-axial lesion with partially indistinct low-contrast margins in deep gray/white matter, making delineation challenging."
brisc2025_test_00809_pi_ax_t1,"Texture: Predominantly homogeneous, mildly heterogeneous signal with slight internal intensity variation; low noise.  
Boundary: Partly well-circumscribed but with segments of indistinct/blurred margin and moderate low contrast against adjacent brain parenchyma.  
Context: Adjacent skull base structures, cavernous sinus/vascular flow-voids and extra-axial soft tissues can mimic similar intensity and confuse borders.  
Summary: Mildly heterogeneous mass with partially indistinct margins and moderate contrast, abutting complex skull-base/vascular anatomy that complicates segmentation."
brisc2025_test_00810_pi_ax_t1,"Texture: Predominantly homogeneous, mildly heterogeneous signal with slight internal intensity variation; low noise.  
Boundary: Partly well-circumscribed but with mildly indistinct/blurred margins and modest lesion-to-parenchyma contrast.  
Context: Adjacent to central skull-base structures (sellar/parasellar region) and nearby vessels/CSF spaces that can mimic similar signal and confuse edges.  
Summary: Small, mildly heterogeneous intracranial mass with partially indistinct margins and moderate contrast near complex skull-base anatomy and vessels."
brisc2025_test_00811_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal with subtle internal variation; low noise.  
Boundary: Partially well-defined but with segments of indistinct/blurred margin and modest contrast against adjacent brain tissue.  
Context: Adjacent skull base structures, vessels/cavernous sinus region, and enhancing mucosa/sinuses can mimic similar intensity and confuse borders.  
Summary: Mildly heterogeneous mass with partly indistinct margins and moderate contrast near complex skull-base vascular/sinonasal anatomy, complicating segmentation."
brisc2025_test_00812_pi_ax_t1,"Texture: Relatively homogeneous, solid-appearing soft-tissue signal; mild background noise without internal necrosis/hemorrhage conspicuity.  
Boundary: Lobulated but partly indistinct margins with low contrast against adjacent gray matter/CSF interfaces; slight partial-volume blurring.  
Context: Adjacent to skull base/sellar–parasellar structures and vascular flow-voids (cavernous ICA) that can mimic or obscure lesion margins.  
Summary: Solid, mildly heterogeneous-appearing sellar/parasellar mass with partially indistinct low-contrast borders near complex skull-base anatomy and vessels."
brisc2025_test_00813_pi_ax_t1,"Texture: Relatively homogeneous soft-tissue intensity with mild internal heterogeneity; low noise.
Boundary: Predominantly smooth, fairly well-circumscribed margins with small areas of partial volume blur; moderate contrast to adjacent brain.
Context: Adjacent midline deep gray/CSF spaces and basal cistern structures have similar signal, risking confusion with normal anatomy.
Summary: Small midline lesion with mostly homogeneous signal and near-sharp margins, but partial-volume blurring and nearby CSF/deep nuclei complicate delineation."
brisc2025_test_00814_pi_ax_t1,"Texture: Relatively homogeneous, mildly hyperintense soft-tissue signal without obvious necrosis; low noise.  
Boundary: Mostly smooth but partially indistinct due to low contrast against adjacent brain parenchyma/CSF interfaces.  
Context: Abuts skull base cisterns and nearby vascular flow-voids/pituitary region, which can mimic enhancing tissue and confuse segmentation.  
Summary: Small fairly homogeneous hyperintense lesion with partly indistinct margins near skull-base cisternal/vessel structures."
brisc2025_test_00815_pi_ax_t1,"Texture: Relatively homogeneous, mildly hyperintense soft-tissue signal with low internal complexity; minimal noise.  
Boundary: Margins partially sharp but locally indistinct, with subtle contrast against adjacent skull-base soft tissues.  
Context: Adjacent cavernous sinus/pituitary region, vascular flow-voids, and enhancing dura/cranial nerves can mimic similar signal and confuse borders.  
Summary: Small fairly homogeneous skull-base lesion with partially indistinct margins in a complex perisellar/cavernous vascular–dural environment."
brisc2025_test_00816_pi_ax_t1,"Texture: Predominantly heterogeneous soft-tissue signal with mild internal nonuniformity; low noise.
Boundary: Partly well-circumscribed but with segments of indistinct/blurred margin and modest lesion–parenchyma contrast.
Context: Adjacent skull base structures (cavernous sinus/pituitary region), vessels, and enhancing dura can mimic similar signal and confuse borders.
Summary: Heterogeneous skull-base lesion with partially indistinct margins and limited contrast near vascular/dural structures, making segmentation challenging."
brisc2025_test_00817_pi_ax_t1,"Texture: Predominantly homogeneous, solid enhancing focus with mild internal heterogeneity; low image noise.  
Boundary: Partly well-circumscribed but with mildly indistinct margins where it blends with adjacent gray/white matter; moderate contrast.  
Context: Surrounded by deep brain parenchyma and adjacent vessels/CSF spaces that can mimic enhancement and confuse edges.  
Summary: Small solid enhancing lesion with mild heterogeneity and partially indistinct margins amid enhancing vessels/CSF, making contouring challenging."
brisc2025_test_00818_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal, relatively smooth internal texture, low noise.  
Boundary: Mostly well-circumscribed with slightly indistinct/blurred margins and limited contrast to adjacent gray matter.  
Context: Adjacent to basal cistern/brainstem structures and nearby vessels/CSF spaces that can mimic similar signal and confuse edges.  
Summary: Mildly heterogeneous intracranial mass with partially blurred margins and low parenchymal contrast near CSF/vessels, making precise segmentation challenging."
brisc2025_test_00819_pi_ax_t1,"Texture: Predominantly heterogeneous soft-tissue signal with mild internal intensity variation; minimal noise.  
Boundary: Lobulated contour with partially indistinct margins; moderate contrast against adjacent parenchyma but some edge blurring.  
Context: Adjacent to central skull-base structures (brainstem/cavernous-sellar region) and CSF spaces that can share similar intensity, risking confusion with normal tissue.  
Summary: Heterogeneous lobulated intracranial mass with partly ill-defined margins near complex skull-base anatomy and CSF interfaces, making precise delineation challenging."
brisc2025_test_00820_pi_ax_t1,"Texture: Mildly heterogeneous, predominantly hypointense/iso-intense relative to parenchyma with slight internal signal variation; low noise.  
Boundary: Margins are partially indistinct with low contrast to adjacent brain tissue, making the lesion–parenchyma interface subtle.  
Context: Surrounded by normal deep gray/white matter structures and midline tissues with similar signal intensity that can mimic lesion.  
Summary: Small mildly heterogeneous low-contrast intracranial lesion with partially blurred margins adjacent to similar-intensity deep brain structures."
brisc2025_test_00821_pi_ax_t1,"Texture: Relatively homogeneous, mildly hyperintense soft-tissue signal; low internal noise.
Boundary: Predominantly well-circumscribed with a fairly sharp interface; slight partial-volume blurring at margins.
Context: Adjacent skull base structures/cisterns and vascular flow-voids may mimic similar intensity and confuse borders.
Summary: Well-defined, mildly hyperintense rounded mass near skull-base/CSF spaces with minor edge blurring and nearby vessels."
brisc2025_test_00822_pi_ax_t1,"Texture: Predominantly homogeneous soft-tissue signal with mild internal heterogeneity; minimal noise.  
Boundary: Well-circumscribed, relatively sharp margins; moderate contrast to adjacent cisternal/brainstem tissues with slight partial-volume blurring.  
Context: Adjacent skull base structures, cavernous sinus/vascular flow-voids and enhancing meninges can mimic lesion signal and confound borders.  
Summary: Round, mostly homogeneous mass with fairly sharp margins but partial-volume blur near skull-base vascular/meningeal structures complicating segmentation."
brisc2025_test_00823_pi_ax_t1,"Texture: Mildly heterogeneous, predominantly hyperintense solid focus without obvious necrosis; minimal image noise.  
Boundary: Fairly well-circumscribed but partially indistinct margins with subtle intensity gradient; moderate contrast against adjacent brain parenchyma.  
Context: Adjacent to central skull-base structures and CSF spaces where partial-volume with vessels/brainstem can mimic similar signal.  
Summary: Small mildly heterogeneous hyperintense lesion with partially blurred margins near skull-base vasculature/CSF, making edge delineation challenging."
brisc2025_test_00824_pi_ax_t1,"Texture: Mildly heterogeneous soft-tissue signal with relatively smooth internal texture; low noise.
Boundary: Partly indistinct margins with mild low-contrast interface to adjacent brain/CSF spaces; edges not uniformly sharp.
Context: Adjacent skull base structures, cavernous sinus/vascular flow voids, and normal enhancing dura can mimic tumor signal.
Summary: Mildly heterogeneous skull-base mass with partially blurred, low-contrast boundaries near vessels and dura, complicating separation."
brisc2025_test_00825_pi_co_t1,"Texture: Predominantly homogeneous soft-tissue signal, mildly heterogeneous internal intensity; minimal noise.  
Boundary: Partially well-circumscribed but with indistinct margins where it abuts adjacent enhancing structures; local low-contrast interfaces.  
Context: Located in the sellar/suprasellar region near cavernous ICA flow-voids, optic apparatus, pituitary gland and sphenoid sinus—structures with similar signal/enhancement that can mimic tumor.  
Summary: Mildly heterogeneous sellar/suprasellar mass with partly blurred margins near vessels and glandular tissue, making separation from adjacent anatomy challenging."
brisc2025_test_00826_pi_co_t1,"Texture: Predominantly homogeneous soft-tissue signal with mild internal heterogeneity; minimal noise.  
Boundary: Partly well-circumscribed but with segments of indistinct, low-contrast interface against adjacent gray matter/dura.  
Context: Abuts skull base/sellar–parasellar structures and cavernous ICA flow-voids; nearby vessels and normal pituitary tissue can mimic margins.  
Summary: Mostly homogeneous enhancing-appearing mass with partially blurred margins near complex sellar anatomy and vascular flow-voids complicating segmentation."
brisc2025_test_00827_pi_co_t1,"Texture: Mildly heterogeneous, predominantly isointense-to-hypointense soft-tissue signal without obvious necrosis; low noise.  
Boundary: Partly sharp but with indistinct margins where it abuts adjacent sellar structures; moderate contrast, potential partial-volume blurring.  
Context: Adjacent pituitary gland/sellar contents, cavernous sinus, and enhancing vasculature can mimic lesion signal and confuse separation.  
Summary: Mildly heterogeneous sellar mass with partially ill-defined margins near pituitary and vascular structures, making boundary delineation challenging."
brisc2025_test_00828_pi_co_t1,"Texture: Predominantly homogeneous soft-tissue signal with mild heterogeneity; low noise.
Boundary: Lobulated contour with partially indistinct margins; moderate low-contrast interface with adjacent sellar/parasellar structures.
Context: Adjacent pituitary gland, cavernous sinus, sphenoid sinus, and suprasellar cistern can mimic/obscure lesion margins; nearby vessels may confound.
Summary: Mildly heterogeneous, lobulated sellar/parasellar mass with partly blurred low-contrast borders near glandular tissue and vessels, challenging precise segmentation."
brisc2025_test_00829_pi_co_t1,"Texture: Predominantly homogeneous soft-tissue signal with mild heterogeneity; minimal image noise.  
Boundary: Partly well-circumscribed but locally indistinct margins with low contrast against adjacent sellar/parasellar tissues.  
Context: Adjacent cavernous sinus/vascular flow-voids, pituitary gland, and skull base enhancement may mimic tumor and confuse segmentation.  
Summary: Mildly heterogeneous, enhancing sellar–parasellar mass with partially blurred margins near vessels and normal pituitary structures."
brisc2025_test_00830_pi_co_t1,"Texture: Mildly heterogeneous soft-tissue signal with subtle internal intensity variation; minimal noise.  
Boundary: Partly indistinct/blurred margins with low contrast to adjacent sellar/parasellar tissues; no clear capsule.  
Context: Adjacent normal pituitary gland, cavernous sinus structures, and enhancing vessels can mimic lesion signal and obscure true extent.  
Summary: Subtly heterogeneous, low-contrast sellar/parasellar lesion with partially indistinct margins abutting pituitary and vascular structures, complicating segmentation."
brisc2025_test_00831_pi_co_t1,"Texture: Mildly heterogeneous signal with subtle internal variation; low noise overall.  
Boundary: Partly indistinct, with portions blending into adjacent parenchyma; moderate-to-low contrast edges.  
Context: Near midline sellar/suprasellar structures and vascular flow-voids that can mimic enhancing tissue and confuse margins.  
Summary: Subtly heterogeneous intracranial lesion with partially ill-defined, low-contrast borders adjacent to complex sellar/vascular anatomy."
brisc2025_test_00832_pi_co_t1,"Texture: Mildly heterogeneous soft-tissue signal, relatively low internal noise, without clear necrotic/cystic components on this slice.  
Boundary: Partly well-circumscribed but with locally indistinct margins due to similar signal intensity to adjacent sellar/parasellar tissues, creating low-contrast interfaces.  
Context: Adjacent pituitary/sellar structures, cavernous sinus, and sphenoid sinus air–tissue interfaces may mimic or obscure lesion edges.  
Summary: Mildly heterogeneous parasellar mass with partially indistinct low-contrast margins amid complex skull-base anatomy and air–tissue boundaries."
brisc2025_test_00833_pi_co_t1,"Texture: Mildly heterogeneous, predominantly iso- to hypointense relative to adjacent brain; low noise with subtle internal signal variation.  
Boundary: Margins partly indistinct with mild low-contrast interface against surrounding sellar/parasellar soft tissues; not spiculated.  
Context: Adjacent to sella/parasellar structures and vascular flow-voids/cavernous sinus region that can mimic or obscure lesion edges.  
Summary: Mildly heterogeneous sellar/parasellar mass with partially blurred low-contrast margins near vessels and complex skull-base anatomy."
brisc2025_test_00834_pi_co_t1,"Texture: Predominantly heterogeneous soft-tissue signal with mild internal nonuniformity; minimal noise.  
Boundary: Partially ill-defined/blurred margins with low contrast against adjacent skull base/parasellar soft tissues.  
Context: Adjacent sellar/parasellar structures and vascular flow-voids (e.g., cavernous ICA) may mimic or obscure tumor edges.  
Summary: Heterogeneous parasellar mass with partially indistinct margins and confounding nearby vessels/complex skull-base anatomy."
brisc2025_test_00835_pi_co_t1,"Texture: Predominantly hypointense soft-tissue with mildly heterogeneous internal signal; minimal image noise.  
Boundary: Partly ill-defined margins with moderate low-contrast blending into adjacent sellar/parassellar tissues.  
Context: Adjacent cavernous sinus/vascular flow-voids and pituitary–sphenoid sinus interfaces can mimic lesion signal and confuse edges.  
Summary: Mildly heterogeneous hypointense sellar-region mass with partially indistinct, low-contrast margins near vascular and skull-base structures."
brisc2025_test_00836_pi_co_t1,"Texture: Heterogeneous soft-tissue signal with mild internal intensity variation; minimal image noise.  
Boundary: Predominantly indistinct/blurred margins with low contrast against adjacent skull-base structures; no clear capsule.  
Context: Adjacent enhancing structures (pituitary region/cavernous sinus, clivus, vascular flow-voids and sinonasal tissues) may mimic similar signal and confuse borders.  
Summary: Heterogeneous skull-base mass with low-contrast, ill-defined margins near complex vascular and sellar anatomy, making precise segmentation challenging."
brisc2025_test_00837_pi_co_t1,"Texture: Predominantly heterogeneous signal with mild internal irregularity; background brain parenchyma relatively homogeneous with low noise.  
Boundary: Partly well-defined but with indistinct margins where it blends with adjacent soft tissues; moderate contrast makes the interface locally blurry.  
Context: Adjacent to skull base/sellar–parasellar structures and vascular/CSF spaces that can have similar intensity, risking confusion with normal anatomy.  
Summary: Heterogeneous skull-base mass with partially indistinct margins and moderate contrast amid complex nearby sellar vascular/CSF anatomy."
brisc2025_test_00838_pi_co_t1,"Texture: Predominantly homogeneous brain parenchyma; focal lesion appears mildly heterogeneous with mixed signal intensity, minimal noise.  
Boundary: Partly indistinct/blurred margins with low contrast against adjacent gray matter; no clear capsule.  
Context: Adjacent normal structures (ventricles, basal ganglia, midline CSF spaces) have similar intensity and may mimic/obscure lesion margins.  
Summary: Small mildly heterogeneous intra-axial lesion with low-contrast, partially ill-defined borders near CSF-rich midline structures, making segmentation challenging."
brisc2025_test_00839_pi_co_t1,"Texture: Predominantly heterogeneous soft-tissue signal with mild internal intensity variation; minimal image noise.  
Boundary: Partly well-circumscribed but with locally indistinct/blurred margins and modest lesion–parenchyma contrast.  
Context: Adjacent skull base/sellar soft tissues and nearby vascular/CSF spaces can mimic similar signal, risking leakage into normal structures.  
Summary: Heterogeneous skull-base mass with partially indistinct margins and moderate contrast amid complex adjacent soft tissues/vessels."
brisc2025_test_00840_pi_co_t1,"Texture: Mildly heterogeneous soft-tissue intensity, relatively low internal noise without obvious necrosis or hemorrhagic components on this slice.  
Boundary: Partially well-circumscribed but with segments of indistinct margin and low contrast against adjacent skull base/parasellar soft tissues.  
Context: Adjacent cavernous sinus/pituitary region, dura, and vascular structures can appear similar and may cause leakage in segmentation.  
Summary: Mildly heterogeneous parasellar/skull-base mass with partially sharp yet locally blurred low-contrast margins near complex neurovascular anatomy."
